isolated oat product,isolated oat product,oat,"Oat, consumption mix",0.6815547
salt-from-noirmoutier,salt-from-noirmoutier,salt,Salt,0.64991003
liver,liver,red kidney bean,"Red kidney bean, consumption mix",0.5368072
royal-jelly,royal-jelly,plum,"Plum, pitted, at processing",0.47665522
bourbon-vanilla-powder,bourbon-vanilla-powder,vanilla,"Vanilla, consumption mix",0.7866945
pâte de cacao,pâte de cacao,cinnamon canella,"Cinnamon (canella), consumption mix",0.52031225
cultured celery juice,cultured celery juice,celery,"Celery, peeled, at processing",0.77147806
shrimp-powder,shrimp-powder,shrimp,"Shrimp, fillet, raw, frozen at processing",0.78749865
almond meal,almond meal,almond,"Almond, unshelled, at processing",0.813405
fenugreek-leaf,fenugreek-leaf,coriander,"Coriander, consumption mix",0.6250417
vegetable palm oil,vegetable palm oil,palm oil,"Palm oil, refined, consumption mix",0.9268964
pork cured with water,pork cured with water,meat with bone,"Meat with bone, chicken, for processing",0.6979916
natural mesquite smoke flavor,natural mesquite smoke flavor,natural gas,"Natural gas, high pressure {Europe without Switzerland}| market group for | Cut-off, S - Copied from Ecoinvent",0.61702454
gum,gum,guar gum,"Guar gum, at plant (adapted from WFLDB)",0.86960995
pumpkin-juice,pumpkin-juice,pineapple juice,"Pineapple juice, reconstituted from a concentrate, at plant",0.82006186
pasteurized grade a milk,pasteurized grade a milk,milk,"Milk, whole, pasteurised, at plant",0.7049252
chardonnay wine,chardonnay wine,red wine,"Red wine, consumption mix",0.7667995
caseinate,caseinate,sodium hydroxide,"Sodium hydroxide, without water, in 50% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.5714487
sunflower seed butter,sunflower seed butter,sesame seed,"Sesame seed, consumption mix",0.8149064
skimmed-milk-yogurt-powder,skimmed-milk-yogurt-powder,skimmed milk powder,"Skimmed milk powder, at feed plant",0.9544585
stone ground corn,stone ground corn,ground beef,"Ground beef, fresh, for processing",0.7157424
e216,e216,ddgs,"DDGS, from corn, at plant",0.28548536
champagne,champagne,glass bottles,"Glass bottles, at plant",0.6257003
gum blend,gum blend,guar gum,"Guar gum, at plant (adapted from WFLDB)",0.6927429
dandelion,dandelion,chicory,"Chicory, powder, instant, at plant",0.59586173
caster-sugar,caster-sugar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.8150117
whole grain popping corn,whole grain popping corn,grinding of wheat grain,"Grinding of wheat grain, processing",0.7610549
sunflower safflower oil,sunflower safflower oil,sunflower oil,"Sunflower oil, at plant",0.955997
pork-loin,pork-loin,pork ham,"Pork ham, raw, at plant",0.80699474
natural-pear-flavouring,natural-pear-flavouring,pear,"Pear, peeled, at processing",0.69264394
muscovado,muscovado,brown sugar,"Brown sugar, production, at plant",0.5702404
sauternes,sauternes,brandy,"Brandy, consumption mix",0.54250205
palm-sugar,palm-sugar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.81779957
soy-base,soy-base,soy sauce,"Soy sauce, prepacked, at plant",0.68488437
reduced minerals whey,reduced minerals whey,whey powder production,"Whey powder production, processing",0.6866037
basil-extract,basil-extract,basil,"Basil, peeled, at processing",0.77742666
refined-palm-oil,refined-palm-oil,palm oil,"Palm oil, refined, consumption mix",0.8900922
concentrated-celery-juice,concentrated-celery-juice,frozen concentrated pineapple juice,"Frozen concentrated pineapple juice, consumption mix",0.84085274
zout,zout,calcium chloride rer soda production,"Calcium chloride {RER}| soda production, solvay process | Cut-off, S - Copied from Ecoinvent",0.3949014
wheat-flour-type-00,wheat-flour-type-00,wheat flour,"Wheat flour, at industrial mill",0.81414837
flax seed meal,flax seed meal,sesame seed,"Sesame seed, consumption mix",0.7455891
leche,leche,milk chocolate,"Milk chocolate, at plant",0.44263732
bicarbonato de sodio,bicarbonato de sodio,sulphiting,"Sulphiting, from white wine, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 L of white wine (POUi)",0.44638324
cocoa alkali processed,cocoa alkali processed,cocoa powder,"Cocoa powder, at plant",0.6817913
white-fish,white-fish,white cabbage,"White cabbage, peeled, at processing",0.7436684
turkey-skin,turkey-skin,meat without bone,"Meat without bone, beef, for processing",0.5919513
truffle-flavouring,truffle-flavouring,hazelnut,"Hazelnut, unshelled, consumption mix",0.6514325
vegetable gums,vegetable gums,vegetable fat margarine type,"Vegetable fat (margarine type), 70% fat, unsalted, at plant",0.6544796
weizenmehl,weizenmehl,ddgs,"DDGS, from corn, at plant",0.316659
niacina,niacina,sulphiting,"Sulphiting, from white wine, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 L of white wine (POUi)",0.53070146
hexyl cinnamal,hexyl cinnamal,peracetic acid,"Peracetic acid, at plant",0.52614003
patagonian-scallop,patagonian-scallop,scallop,"Scallop, unshelled, at processing",0.8097118
black-rice,black-rice,black pepper,"Black pepper, conventional, at farm gate",0.77164453
aniseed-oil,aniseed-oil,linseed oil,"Linseed oil, consumption mix",0.80736744
hydroxylated soy lecithin,hydroxylated soy lecithin,soy protein,"Soy protein, textured, dehydrated, from soy flour, at plant",0.7615134
e440b,e440b,dummy methanisation of grape vinasse,[Dummy] Methanisation of grape vinasse,0.27177048
skinless chicken breast with rib meat,skinless chicken breast with rib meat,meat with bone,"Meat with bone, chicken, for processing",0.8038351
sweet-paprika,sweet-paprika,sweet potato,"Sweet potato, consumption mix",0.79771274
duck-breast,duck-breast,chicken egg,"Chicken egg, raw, without shell, at plant",0.64496547
boneless chicken breast with rib meat,boneless chicken breast with rib meat,meat with bone,"Meat with bone, chicken, for processing",0.79756695
popping corn,popping corn,corn glucose syrup,"Corn glucose syrup, at plant (adapted from WFLDB)",0.6138956
e1521,e1521,debonning,"Debonning, of beef quarter, for frozen ground beef processing, industrial production, French production mix, at plant, 1 kg of food grade bones (POUi)",0.18327789
chicory root inulin,chicory root inulin,chicory,"Chicory, powder, instant, at plant",0.8188444
e140,e140,tartaric stabilisation,"Tartaric stabilisation, from white wine, for white wine in a cooperative cellar, with CMC, French production mix, at plant, 1 L of white wine (POUi)",0.102028705
rye-bran,rye-bran,wheat bran,"Wheat bran, at industrial mill",0.88938975
arborio-rice,arborio-rice,rice flour,"Rice flour, at industrial mill",0.7914493
tetrasodium edta,tetrasodium edta,dicalcium phosphate,"Dicalcium phosphate, processing",0.6463063
oleoresin capsicum,oleoresin capsicum,pepper,"Pepper, green, peeled, at processing",0.61927056
dehydrated-pork-broth,dehydrated-pork-broth,broth,"Broth, stock or bouillon, poultry (reconstituted with water at consumer), at plant",0.7897713
e142,e142,slaughtering and chilling,"Slaughtering  and chilling, of beef, industrial production, French production mix, at plant, 1 kg of beef carcass (POUi)",0.12022212
turmeric coloring,turmeric coloring,saffron,"Saffron, consumption mix",0.5273494
norway-lobster,norway-lobster,norway lobster,"Norway lobster, unshelled, at processing",1.0
sushi-rice,sushi-rice,rice noodle,"Rice noodle, at plant",0.84410864
stabilized emulsified by mono- diglycerides,stabilized emulsified by mono- diglycerides,polydimethylsiloxane glo polydimethylsiloxane production cut off,"Polydimethylsiloxane {GLO}| polydimethylsiloxane production | Cut-off, S - Copied from Ecoinvent",0.5407192
cane vinegar,cane vinegar,corn glucose syrup,"Corn glucose syrup, at plant (adapted from WFLDB)",0.61601704
sausage,sausage,merguez sausage,"Merguez sausage, beef and mutton, raw, at plant",0.87714165
dextrose-monohydrate,dextrose-monohydrate,sodium hydroxide,"Sodium hydroxide, without water, in 50% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.5747332
skimmed-cocoa-powder,skimmed-cocoa-powder,cocoa powder,"Cocoa powder, at plant",0.8962042
lecitina de soya,lecitina de soya,soy lethicin,"Soy lethicin, at plant",0.5304489
grenache,grenache,grape,"Grape, full production (phase), integrated, variety mix, Languedoc-Roussillon, at vineyard",0.60710573
roasted-nibbed-hazelnuts,roasted-nibbed-hazelnuts,hazelnut,"Hazelnut, unshelled, consumption mix",0.68702376
baby-carrots,baby-carrots,grated carrots,"Grated carrots, recipes, at plant/FR",0.66963184
d-glucuronolactone,d-glucuronolactone,soy drink,"Soy drink, plain, at plant",0.3832965
ethyl vanillin,ethyl vanillin,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.6108816
duck-leg,duck-leg,chicken egg,"Chicken egg, raw, without shell, at plant",0.5501085
cocoa-mass-and-cocoa-butter,cocoa-mass-and-cocoa-butter,cocoa butter,"Cocoa butter, at plant (adapted from WFLDB)",0.89204174
balsamic-vinegar-of-modena,balsamic-vinegar-of-modena,cheese sauce for risotto or pasta,"Cheese sauce for risotto or pasta, prepacked, at plant",0.56940633
uht-pasteurised-whole-milk,uht-pasteurised-whole-milk,whole milk,"Whole milk, pasteurisation, from raw milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.8530783
collagen casing,collagen casing,dummy coating mould,"[Dummy] Coating mould, for dry sausage production, at plant",0.47798297
partially hydrogenated palm kernel cottonseed oils,partially hydrogenated palm kernel cottonseed oils,cottonseed oil,"Cottonseed oil, crude {GLO}| market for | Cut-off, U - Copied from Ecoinvent",0.7418344
portabella mushrooms,portabella mushrooms,mushroom,"Mushroom, peeled, at processing",0.7859283
grape-seed,grape-seed,drying grape seed,"Drying grape seed, grape seed, 9 to 18 fatty %, French production mix, at plant, 1 kg grape seed (POUi)",0.89088136
prepared kidney beans,prepared kidney beans,red kidney bean,"Red kidney bean, consumption mix",0.7221409
grapeseed oil,grapeseed oil,grapeseed,"Grapeseed, dry at distillerie",0.87477225
tangerine,tangerine,orange,"Orange, peeled, at processing",0.7087004
russet-potatoes,russet-potatoes,potato,"Potato, consumption mix",0.7700622
mozzarella cheese substitute,mozzarella cheese substitute,mozzarella cheese,"Mozzarella cheese, from cow's milk, at plant",0.90190923
wholemeal-barley,wholemeal-barley,wheat bran,"Wheat bran, at industrial mill",0.7784395
sucrose fatty acid esters,sucrose fatty acid esters,phosphoric acid,"Phosphoric acid, industrial grade, without water, in 85% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.7728989
natural-spice-extract,natural-spice-extract,natural gas,"Natural gas, high pressure {Europe without Switzerland}| market group for | Cut-off, S - Copied from Ecoinvent",0.6047924
milled flaxseed,milled flaxseed,flaxseed grain dried,"Flaxseed grain dried, stored and transported, processing",0.7701866
lamb-meat,lamb-meat,meat,"Meat, pork, without bone",0.8891757
garlic powder,garlic powder,garlic,"Garlic, consumption mix",0.82915837
red-chili-puree,red-chili-puree,chili,"Chili, peeled, at processing",0.7910811
part-skim cow's milk,part-skim cow's milk,skimmed milk,"Skimmed milk, pasteurisation, from raw milk to skimmed milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.8281324
arachides,arachides,yeasting,"Yeasting, from must, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 L of must (POUi)",0.43542975
e425i,e425i,polyvinylpolypyrolidore pvpp,"Polyvinylpolypyrolidore (PVPP), at plant",0.2905545
dark sweet cherries,dark sweet cherries,dark chocolate,"Dark chocolate, at plant",0.76743644
sugarcane fiber,sugarcane fiber,extraction of sugar from sugarcane,"Extraction of sugar from sugarcane, processing",0.64014
turnip-rape,turnip-rape,turnip,"Turnip, peeled, at processing",0.8019562
whole grain quinoa,whole grain quinoa,sunflower grain,"Sunflower grain, conventional, national average, animal feed, at storage agency/ UA U",0.7367791
oligofructose-syrup,oligofructose-syrup,syrup,"Syrup, with sugar (to be diluted), at plant",0.8095473
illipe-oil,illipe-oil,coconut oil,"Coconut oil, refined {PH}| coconut oil refinery operation | Cut-off, U - Adapted from Ecoinvent",0.8047938
wax,wax,dummy coating mould,"[Dummy] Coating mould, for dry sausage production, at plant",0.482039
almond-oil,almond-oil,coconut oil,"Coconut oil, refined {PH}| coconut oil refinery operation | Cut-off, U - Adapted from Ecoinvent",0.8836446
bacterial cultures,bacterial cultures,lactic bacteria production,"Lactic bacteria production, at plant",0.62024415
pasteurized part skim cow's milk,pasteurized part skim cow's milk,skimmed milk,"Skimmed milk, pasteurisation, from raw milk to skimmed milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.8325427
purified stevia leaf extract,purified stevia leaf extract,transformation into spray dried soluble coffee,"Transformation into spray-dried soluble coffee, green coffee, per kg product (adapted from WFLDB)",0.59427434
green-cardamom,green-cardamom,green cabbage,"Green cabbage, peeled, at processing",0.7554822
lovage-leaves,lovage-leaves,tarragon,"Tarragon, peeled, at processing",0.6509156
yeast nutrients,yeast nutrients,yeast,"Yeast, at plant",0.805893
whole-powdered-chicken-egg,whole-powdered-chicken-egg,chicken egg,"Chicken egg, raw, without shell, at plant",0.87304616
flageolets,flageolets,lentils,"Lentils, consumption mix",0.49635953
citronellol,citronellol,cinnamon canella,"Cinnamon (canella), consumption mix",0.39274663
nonfat dried milk,nonfat dried milk,milk,"Milk, whole, pasteurised, at plant",0.78140396
yogurt coating,yogurt coating,yogurt,"Yogurt, from cow milk {GLO}| market for | Cut-off, U - Copied from Ecoinvent",0.78690183
sugared-egg-yolk,sugared-egg-yolk,egg yolk,"Egg yolk, raw, at plant",0.9089512
peach-flavouring,peach-flavouring,peach,"Peach, pitted, at processing",0.78773725
pre-cooked-durum-wheat,pre-cooked-durum-wheat,durum wheat,"Durum wheat, semolina, at plant",0.811866
e944,e944,ddgs,"DDGS, from corn, at plant",0.27052552
venison,venison,meat,"Meat, pork, without bone",0.66120255
dutched cocoa,dutched cocoa,cocoa butter,"Cocoa butter, at plant (adapted from WFLDB)",0.76694685
bitter-almond,bitter-almond,almond,"Almond, unshelled, at processing",0.8055327
anchovy-paste,anchovy-paste,tomato paste,"Tomato paste, 30 degrees Brix, at plant (adapted from WFLDB)",0.8240649
carob bean guar gums,carob bean guar gums,guar gum,"Guar gum, at plant (adapted from WFLDB)",0.8042171
cheese-sauce,cheese-sauce,cheese,"Cheese, buche, from goat's milk, at plant",0.86163247
cultured cream milk,cultured cream milk,cream,"Cream, light, 4 to 8% fat, liquid or thick, from cow milk {RoW}| yogurt production, from cow milk | Cut-off, U - Adapted from Ecoinvent",0.7854268
rebiana,rebiana,agave tequilana,"Agave tequilana, at farm",0.49449152
cottonseed canola soybean,cottonseed canola soybean,soybean oil,"Soybean oil, at plant",0.85144216
curcuma,curcuma,cinnamon canella,"Cinnamon (canella), consumption mix",0.5275725
glyceryl-lacto esters of fatty acids,glyceryl-lacto esters of fatty acids,peracetic acid,"Peracetic acid, at plant",0.68903786
mango-flavouring,mango-flavouring,mango puree,"Mango puree, reconstituted from a concentrate, at plant",0.7813051
high maltose corn syrup,high maltose corn syrup,corn glucose syrup,"Corn glucose syrup, at plant (adapted from WFLDB)",0.88762814
cooked-pasta,cooked-pasta,pasta,"Pasta, dried, from durum wheat, at plant",0.8602147
grade a lowfat milk,grade a lowfat milk,milk,"Milk, whole, pasteurised, at plant",0.6878754
canola peanut cottonseed oil,canola peanut cottonseed oil,cottonseed oil,"Cottonseed oil, crude {GLO}| market for | Cut-off, U - Copied from Ecoinvent",0.91103756
grade a whey,grade a whey,whey production,"Whey production, processing",0.5740476
modified cellulose gum,modified cellulose gum,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.7064761
creamed coconut,creamed coconut,coconut,"Coconut, consumption mix",0.82896024
confectioners sugar,confectioners sugar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.8483531
idaho potatoes,idaho potatoes,potato,"Potato, consumption mix",0.69726104
pure-apple-juice,pure-apple-juice,apple juice,"Apple juice, industrial production, at plant, NFC, 1L",0.89656705
flavouring-preparation,flavouring-preparation,cooking for fruit coulis,"Cooking for fruit coulis, industrial, 1kg of product in coulis, processing, at plant",0.5825504
riboflavin folic acid,riboflavin folic acid,nitric acid,"Nitric acid, without water, in 50% solution state {RER w/o RU}| market for nitric acid, without water, in 50% solution state | Cut-off, S - Copied from Ecoinvent",0.75185215
yellow cornmeal,yellow cornmeal,orange,"Orange, peeled, at processing",0.641305
buckwheat-grain,buckwheat-grain,buckwheat,"Buckwheat, consumption mix",0.8485675
cold-pressed-sunflower-oil,cold-pressed-sunflower-oil,sunflower oil,"Sunflower oil, at plant",0.7911453
natural extractives of paprika,natural extractives of paprika,extraction of sugar,"Extraction of sugar, from sugar beet, processing",0.6875109
mineral salt,mineral salt,salt,Salt,0.8399615
e342,e342,sulphiting,"Sulphiting, from white wine, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 L of white wine (POUi)",0.3630439
muscadet,muscadet,white wine,"White wine, consumption mix",0.5468107
aloe vera gel,aloe vera gel,coconut milk or coconut cream,"Coconut milk or coconut cream, at plant",0.50427055
whole-grain-spelt-flakes,whole-grain-spelt-flakes,grinding of wheat grain,"Grinding of wheat grain, processing",0.73340845
cultured grade a milk,cultured grade a milk,semi skimmed milk,"Semi-skimmed milk, pasteurisation, from raw milk to semi-skimmed milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.6227523
pure-cocoa-butter,pure-cocoa-butter,cocoa butter,"Cocoa butter, at plant (adapted from WFLDB)",0.8941421
dry whey powder,dry whey powder,whey powder production,"Whey powder production, processing",0.8291629
palm vegetable oils kernel,palm vegetable oils kernel,palm oil,"Palm oil, refined, consumption mix",0.80281335
milled-roasted-peanuts,milled-roasted-peanuts,dried maize grain,"Dried maize grain, at farm gate",0.6523419
confectioner's sugar,confectioner's sugar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.8483531
pearl-barley,pearl-barley,winter barley,"Winter barley, conventional, malting quality, animal feed, at farm gate",0.66195405
sal yodada,sal yodada,phosphoric acid with 54 p2o5,"Phosphoric acid (with 54% P2O5), at plant (adapted from WFLDB)",0.35975575
white-cane-sugar,white-cane-sugar,white sugar,"White sugar, production, at plant",0.9257009
partially hydrogenated cottonseed soybean oil,partially hydrogenated cottonseed soybean oil,soybean oil,"Soybean oil, at plant",0.85108805
chicken wing sections,chicken wing sections,chicken egg,"Chicken egg, raw, without shell, at plant",0.6258023
fruit-juice-from-concentrate,fruit-juice-from-concentrate,mixed fruits juice,"Mixed fruits juice, reconstituted from a concentrate, multivitamin, at plant",0.7717249
cultured sugar vinegar,cultured sugar vinegar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.74993765
e463,e463,john dory,"John dory, fillet, raw, at processing",0.124236874
degermed yellow cornmeal,degermed yellow cornmeal,white cabbage,"White cabbage, peeled, at processing",0.58468485
octopus,octopus,squid,"Squid, fillet, raw, at processing",0.7409615
cajun seasoning,cajun seasoning,curry sauce,"Curry sauce, prepacked, at plant",0.56580573
eucalyptus-oil,eucalyptus-oil,coconut oil,"Coconut oil, refined {PH}| coconut oil refinery operation | Cut-off, U - Adapted from Ecoinvent",0.8320477
mica,mica,aluminium scrap,"Aluminium scrap, new {RoW}| market for | Cut-off, S - Copied from Ecoinvent",0.47826192
brine,brine,salt,Salt,0.54977566
baby corn,baby corn,corn glucose syrup,"Corn glucose syrup, at plant (adapted from WFLDB)",0.63874096
amandes,amandes,petit suisse,"Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat, from cow milk {RoW}| yogurt production, from cow milk | Cut-off, U - Adapted from Ecoinvent",0.5040468
modified-cornflour,modified-cornflour,rice flour,"Rice flour, at industrial mill",0.4886505
panthenol,panthenol,grapeseed,"Grapeseed, dry at distillerie",0.48880297
free-range-egg-yolk,free-range-egg-yolk,egg yolk,"Egg yolk, raw, at plant",0.79767406
monocalcium phosphate,monocalcium phosphate,dicalcium phosphate,"Dicalcium phosphate, processing",0.9343622
queen olives,queen olives,olives,"Olives, consumption mix",0.72007155
chewing gum base,chewing gum base,guar gum,"Guar gum, at plant (adapted from WFLDB)",0.6959707
l-leucine,l-leucine,dummy recycling 10 l steel can,[Dummy] Recycling 10 L steel can,0.4752302
mountain-spring-water,mountain-spring-water,water,"Water, deionised {Europe without Switzerland}| market for water, deionised | Cut-off, S - Copied from Ecoinvent",0.7263223
frito-lay,frito-lay,wheat tortilla wrap,"Wheat tortilla wrap, to be filled, at plant",0.40766838
teff,teff,millet flour,"Millet flour, at industrial mill",0.63000023
agave inulin,agave inulin,agave tequilana,"Agave tequilana, at farm",0.77719367
caprylic,caprylic,peracetic acid,"Peracetic acid, at plant",0.6194029
baby-kale,baby-kale,spinach,"Spinach, peeled, at processing",0.69308126
shorea-robusta-seed-oil,shorea-robusta-seed-oil,soybean oil,"Soybean oil, at plant",0.71874434
e1414,e1414,sulphiting 2,"Sulphiting (2), from must, for white wine in an individual cellar, by hand, French production mix, at plant, 1 L of must (POUi)",0.28212437
crisp brown rice,crisp brown rice,brown sugar,"Brown sugar, production, at plant",0.74318004
e514i,e514i,ddgs,"DDGS, from corn, at plant",0.31167254
black currant,black currant,currant,"Currant, peeled, at processing",0.83942664
kale-juice,kale-juice,beetroot juice,"Beetroot juice, pure juice, consumption mix",0.8586164
cod-roe,cod-roe,dummy cod roe,"[Dummy] Cod roe, smoked, semi-preserved, at plant",0.87692827
white sesame seeds,white sesame seeds,sesame seed,"Sesame seed, consumption mix",0.8625654
sucres,sucres,petit suisse,"Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat, from cow milk {RoW}| yogurt production, from cow milk | Cut-off, U - Adapted from Ecoinvent",0.37604436
bacon cured with water,bacon cured with water,meat with bone,"Meat with bone, chicken, for processing",0.64374137
black-quinoa,black-quinoa,black pepper,"Black pepper, conventional, at farm gate",0.7532473
huile végétale,huile végétale,linseed oil,"Linseed oil, consumption mix",0.43954316
cake,cake,soybean oil cake,"Soybean oil cake, at plant ",0.64847165
tamarind-paste,tamarind-paste,tomato paste,"Tomato paste, 30 degrees Brix, at plant (adapted from WFLDB)",0.8035461
natural-preservative,natural-preservative,natural gas,"Natural gas, high pressure {Europe without Switzerland}| market group for | Cut-off, S - Copied from Ecoinvent",0.7071595
chilies,chilies,chili,"Chili, peeled, at processing",0.7002758
fresh-organic-pasteurised-semi-skimmed-milk,fresh-organic-pasteurised-semi-skimmed-milk,semi skimmed milk,"Semi-skimmed milk, pasteurisation, from raw milk to semi-skimmed milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.86209005
geraniol,geraniol,insecticide,"Insecticide, unspecified, mix for oil seed crops, at plant (adapted from WFLDB)",0.42802358
khorasan-wheat,khorasan-wheat,durum wheat,"Durum wheat, semolina, at plant",0.84197116
extra-fine-garden-peas,extra-fine-garden-peas,garden peas,"Garden peas, consumption mix",0.77416396
allura red,allura red,red gurnard,"Red gurnard, fillet, raw, at processing",0.68143934
modified palm kernel oil,modified palm kernel oil,palm oil,"Palm oil, refined, consumption mix",0.80089545
blood-proteins,blood-proteins,soy protein,"Soy protein, textured, dehydrated, from soy flour, at plant",0.58889717
pumpkin seed kernels,pumpkin seed kernels,sesame seed,"Sesame seed, consumption mix",0.74487066
may sugar,may sugar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.73333055
niacin reduced iron,niacin reduced iron,zinc monosulfate rer production cut off,"Zinc monosulfate {RER}| production | Cut-off, S - Copied from Ecoinvent",0.57033974
rehydrated-garlic,rehydrated-garlic,garlic,"Garlic, consumption mix",0.7902138
syrah,syrah,grape,"Grape, full production (phase), integrated, variety mix, Languedoc-Roussillon, at vineyard",0.5698394
barley grass,barley grass,winter barley,"Winter barley, conventional, malting quality, animal feed, at farm gate",0.7258493
concentrated-raspberry-juice,concentrated-raspberry-juice,frozen concentrated orange juice,"Frozen concentrated orange juice, consumption mix",0.8521725
sodium carboxymethyl cellulose,sodium carboxymethyl cellulose,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.93086517
e160aii,e160aii,ammonia with 100 nh3,"Ammonia (with 100% NH3), steam reforming process, at plant (adapted from WFLDB)/UN-SEASIA U",0.323878
black-mustard-seed,black-mustard-seed,mustard,"Mustard, at plant",0.80280375
salmon-fillet,salmon-fillet,salmon,"Salmon, fillet, raw, at processing",0.8832242
150d,150d,ammonia with 100 nh3,"Ammonia (with 100% NH3), steam reforming process, at plant (adapted from WFLDB)/UN-SEASIA U",0.2802398
sodium benzoate as preservative,sodium benzoate as preservative,sodium chloride,"Sodium chloride, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.7485614
almond-without-skin,almond-without-skin,almond,"Almond, unshelled, at processing",0.6859714
blueberry-flavouring,blueberry-flavouring,strawberry,"Strawberry, for processing, peeled, at plant",0.7411041
cultured pasteurized milk skim milk,cultured pasteurized milk skim milk,milk,"Milk, whole, pasteurised, at plant",0.8720498
e966,e966,cooking,"Cooking, industrial, 1kg of cooked product/ FR U",0.28356466
e620,e620,devatting,"Devatting, from grape pomace before pressing, for red wine in a cooperative cellar, French production mix, at plant, 1 kg of grape pomace before pressing (POUi)",0.20615914
white corn meal,white corn meal,soybean meal,"Soybean meal, metals back to soil, at oil mill",0.7766711
lima-beans,lima-beans,haricot bean,"Haricot bean, consumption mix",0.7907682
a mold inhibitor,a mold inhibitor,dummy coating mould,"[Dummy] Coating mould, for dry sausage production, at plant",0.5759536
non-dairy cocoa butter,non-dairy cocoa butter,cocoa butter,"Cocoa butter, at plant (adapted from WFLDB)",0.8480722
vegetable oil shortening,vegetable oil shortening,rapeseed oil,"Rapeseed oil, at plant",0.7724129
lactic acid,lactic acid,phosphoric acid,"Phosphoric acid, industrial grade, without water, in 85% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.84404826
natural-tarragon-flavouring,natural-tarragon-flavouring,tarragon,"Tarragon, peeled, at processing",0.7433125
lean cocoa powder,lean cocoa powder,cocoa powder,"Cocoa powder, at plant",0.8776509
yellow split peas,yellow split peas,chick peas,"Chick peas, consumption mix",0.6339923
lodised salt,lodised salt,salt,Salt,0.7279464
volvic-natural-mineral-water,volvic-natural-mineral-water,mineral water,"Mineral water, PET, at water factory ",0.89161426
fancy molasses,fancy molasses,molasses,"Molasses, from sugar beet, animal feed, at plant",0.7579287
fire roasted tomatoes,fire roasted tomatoes,tomato,"Tomato, for processing, peeled, at plant",0.6122034
natural maple flavor,natural maple flavor,natural gas,"Natural gas, high pressure {Europe without Switzerland}| market group for | Cut-off, S - Copied from Ecoinvent",0.6336618
durum-wheat-semolina-pasta,durum-wheat-semolina-pasta,durum wheat,"Durum wheat, semolina, at plant",0.9003982
capsicum-extract,capsicum-extract,pepper,"Pepper, green, peeled, at processing",0.5733878
dried-goji-berries,dried-goji-berries,flaxseed grain dried,"Flaxseed grain dried, stored and transported, processing",0.6785143
chocolate-liqueur,chocolate-liqueur,milk chocolate,"Milk chocolate, at plant",0.7912038
germinated-brown-rice,germinated-brown-rice,rice flour,"Rice flour, at industrial mill",0.72234756
whole-cream,whole-cream,whole milk,"Whole milk, pasteurisation, from raw milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.79020494
snap-pea,snap-pea,chick peas,"Chick peas, consumption mix",0.6479027
angus-beef,angus-beef,beef,"Beef, food grade offal, at slaughterhouse (adapted from WFLDB)",0.86116177
grey-pepper,grey-pepper,black pepper,"Black pepper, conventional, at farm gate",0.8650939
gouda,gouda,gruyere cheese,"Gruyere cheese, from cow's milk, at plant",0.80527836
e432,e432,phosphoric acid with 54 p2o5,"Phosphoric acid (with 54% P2O5), at plant (adapted from WFLDB)",0.26803166
baby-lima-beans,baby-lima-beans,haricot bean,"Haricot bean, consumption mix",0.7224454
